content,sender,words
白宫今天说，美国如无干预新冠可能致死150-220万人，如干预可能致死10-24万。。。请美国的同行朋友们一定要吁请民众做好个人防护：戴口罩，勤洗手，少出门，不聚集！,认证个人,白宫 干预 致死 干预 致死 朋友 吁请 民众 做好 防护 戴口罩 勤洗手 出门 聚集
#全国确诊新型肺炎病例# 武汉加油 #武汉加油# 中国加油 湘乡市 显示地图,认证个人,全国 武汉 加油 武汉 加油 加油 湘乡市
美国第二款新冠疫苗启动人体试验 中国合作研发美国第二款新冠疫苗启动人体试验 中国合作研发,认证个人,新冠疫苗 启动 人体 试验 合作 新冠疫苗 启动 人体 试验 合作
我舍命救你，你却恩将仇报！对打护士的新冠肺炎黑人，你们觉得应该怎么处理？ 我舍命救你，你却恩将仇报！对打护士的黑人，你们觉得应该怎么处理？,认证个人,舍命 护士 黑人 舍命 护士 黑人
#特朗普称早知道新冠肺炎是大流行病##希拉里批特朗普种族主义掩盖失职#可爱的人，为我们在枯燥的日常生活里提供笑料的人，一个优秀的喜剧演员 特朗普称早知道新冠肺炎是大流行病，在你心中他是个什么样的人？,认证个人,特朗普 流行病 希拉里 特朗普 种族主义 掩盖 失职 可爱 枯燥 提供 笑料 优秀 喜剧演员 特朗普 流行病
新冠肺炎30个最新判断 芜湖 显示地图,认证个人,判断 芜湖
"#鱼爸说新闻[超话]#【安倍检讨】据日本共同社4月9日报道称，安倍改口承认自己应对#新冠肺炎# 疫情不力。他通过书面回答媒体称，“政治判断的责任在我自己”。4月7日，安倍宣布日本七个都府县进入紧急状态，并表示疫情蔓延""并非是说由我承担责任就行的事情""。安倍最新书面回答被认为是修改了此前这一发言。#安倍改口承认应对疫情不力#http://t.cn/A6wwCGoa",认证个人,鱼爸 新闻 超话 安倍 检讨 日本共同社 报道 安倍 改口 承认 应对 书面 回答 媒体 政治 判断 责任 安倍 日本 府县 蔓延 就行 事情 安倍 书面 回答 修改 发言 安倍 改口 承认 应对
“社会捐赠与税收是两个概念，是公民按照自己的意愿参与。如果政府可以统筹调配民间捐赠募集到的物资，就相当于将社会捐赠作为法外税收来源，也就摧毁了民间的志愿机制。”应急物资调集与公益捐赠之间有其界限，政府征收不能扩展到志愿机制，“社会组织也是有物权的”。  #钟南山团队从尿液中分离出新冠病毒#,认证个人,社会 捐赠 税收 概念 公民 意愿 参与 政府 统筹 调配 民间 捐赠 募集 物资 相当于 社会 捐赠 税收 来源 摧毁 民间 志愿 机制 应急 物资 调集 公益 捐赠 界限 政府 征收 扩展 志愿 机制 社会 组织 物权 钟南山 团队 尿液 分离
全球新冠肺炎确诊病例数超95万 死亡48111例 http://t.cn/E9CpgrR,认证个人,全球 死亡
#长沙身边事# 【高铁列车上哀悼：全体乘客起立默哀3分钟】4月4日上午10点，由广铁集团长沙客运段动一车队值乘的长沙开往北京西的G4802次援鄂返京复工专列和邵阳开往北京西的G84次列车上，所有人员起立默哀3分钟，列车鸣笛，以表达对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼。#全国性哀悼活动#  http://t.cn/A6ZEhyRu  #长沙[地点]#,认证个人,长沙 高铁 列车 哀悼 乘客 起立 默哀 广铁集团 长沙 客运段 车队 值乘 长沙 开往 北京西 返京 复工 邵阳 开往 北京西 次列车 人员 起立 默哀 列车 鸣笛 表达 抗击 斗争 牺牲 烈士 逝世 同胞 深切 哀悼 全国性 哀悼 活动 长沙 地点
The Feed SBS做的一个宣传短片《新冠时期的爱情》，哈哈哈哈太人间真实了！ 虐芯话的微博视频,认证个人,宣传 短片 时期 爱情 人间
没赶上直播，今天抽了点时间去扒出来看完 Pamela Golbin 和 Alexander Fury的对谈，只想说，拿二战这种死了1800多万人的世界大战大灾难对服装界以及时尚界设计的影响来平行对比新冠，真是给你们一个大写的服，我估计学界没有任何一个学者敢这么以及会这么比，任何维度都不平行不具备可比性，包括对时尚界和设计界的影响。 真是够了……,认证个人,直播 时间 对谈 二战 世界大战 服装界 时尚界 设计 影响 平行 大写 估计 学界 学者 维度 平行 具备 包括 时尚界 设计界 影响
发布了头条文章：《好莱坞演员自曝确诊感染新冠：虽然症状轻微，但已失去味觉和嗅觉》 好莱坞演员自曝确诊感染新冠：虽然症状轻微，但已失去味觉和嗅觉,认证个人,发布 好莱坞 演员 症状 味觉 嗅觉 好莱坞 演员 症状 味觉 嗅觉
#全民免费领抗疫险# 我已经成功领取抗疫保障，最高10万保额，危重症状确诊即陪；赶紧和我一起领取吧@微博会员小秘书@小S@让红包飞，速戳免费领取免费领保障，共抗新冠肺炎,认证个人,全民 免费 抗疫 成功 领取 抗疫 保障 保额 危重 症状 领取 会员 小秘书 小S 红包 速戳 免费 领取 免费 保障
【桃子君医学科普】新型冠状病毒损伤肾脏睾丸#为什么武汉新增病例高于湖北全省##新冠肺炎重症救治难度比SARS高##中方向日本捐赠核酸检测试剂盒##王辰 新冠病毒有可能长期存在# 桃之夭夭其叶萋萋的微博视频,认证个人,桃子 医学 科普 新型 损伤 肾脏 睾丸 武汉 新增 高于 湖北 全省 重症 救治 方向 日本 捐赠 核酸 检测试剂盒 王辰
我念的经，只有四个字：“人生苦短。” 因为这苦和短，我马不停蹄，一意孤行。 #最新疫情地图##抗击新型肺炎第一线#,认证个人,我念 人生 苦短 抗击
以艺抗“疫”｜清华美院学生制作的防疫小插画作品[心]  #新冠肺炎疫情已具有大流行特征#  \ 图片来源于@清华大学美术学院  1.2.3.陈思宇-清华美院视觉传达系-《给小朋友的新冠病毒科普绘本》 4.5.6.7.8.马小龙-清华美院信息艺术设计系-《如何正确使用酒精消毒》 9.李杨帆-清华美院视觉传达设计系-《居家防疫小指南》,认证个人,艺抗 清华 美院 学生 制作 防疫 插画 作品 流行 特征 图片 来源于 清华大学美术学院 陈思宇 清华 美院 视觉 传达 小朋友 科普 绘本 小龙 清华 美院 信息 艺术设计 正确 酒精 消毒 李杨帆 清华 美院 视觉 传达 设计 居家 防疫 指南
加拿大总理的妻子确诊了新冠肺炎，但加拿大总理没有，西班牙首相的妻子确诊了新冠肺炎，但西班牙首相却没有，难道她们每天是和隔壁老王一起睡的？这让人再也不相信爱情了。这说明了一个真相，一个国家的元首是不能被确诊感染新冠肺炎的，加拿大总理是这样，西班牙首相是这样，巴西总统是这样，美国总统特朗普是这样，这都是政治的需要，是必然的掩盖和欺骗！ http://t.cn/Riwv1WO显示地图,认证个人,加拿大 总理 妻子 加拿大 总理 西班牙 妻子 西班牙 老王 爱情 国家 加拿大 总理 西班牙 巴西 总统 总统 特朗普 政治 掩盖 欺骗
蓬佩奥发起新攻击：美国可能永远不会恢复对世卫组织资助  【环球网报道 记者 张晓雅】“美国可能永远无法恢复（对世界卫生组织的）资助、让纳税人的钱都流向世卫组织（WHO）。”英国路透社23日报道称，美国国务卿蓬佩奥当地时间22日晚在接受美媒采访时表示，就有关WHO对新冠疫情的处理来看，需要对WHO进行根本性的改革，而WHO最大的捐助国——美国可能永远不会恢复对其资助。  路透社称，当地时间22日晚，蓬佩奥对联合国系统内卫生问题的指导和协调机构——WHO发起了新的攻击。他当晚接受美国福克斯新闻采访时表示，需要对WHO进行“结构性修复”，以纠正其“缺陷”。  当被问及是否不排除更换WHO领导人的可能性时，蓬佩奥回答说：“更有可能的是，美国可能永远无法恢复（对WHO的）资助、让纳税人的钱都流向WHO。”  蓬佩奥出此表态之际，民主党人却对特朗普政府的做法很是不满。  报道称，众议院民主党人指责特朗普政府试图把WHO 当做“替罪羊”，以分散人们对政府处理疫情的不满情绪。而在给特朗普总统的一封信中，民主党人还呼吁立即恢复对WHO的资助。  据路透社介绍，美国一直是WHO的最大捐助国，2019年捐款超过4亿美元，约占其预算的15%。美高级官员上周对路透社表示，华盛顿可能会把这些资金转投向其他救援组织。  本月14日，特朗普以WHO应对新冠肺炎疫情不力为由，宣布美国暂停向这一组织缴纳会费。特朗普说，“世卫组织没有履行基本职责”，美国将观察世卫组织应对疫情的表现，其间暂停缴纳会费，可能持续60至90天。  面对美国这场“闹剧”，国际社会的批评和谴责持续不断，就连美国的欧洲盟友都发出反对之声。在此前的七国集团领导人视频会议上，与美国指责世卫的态度相反，德国、法国、意大利和加拿大等国领导人一致强调和呼吁加强国际合作应对疫情，表达对世卫组织的高度肯定和“全力支持”。世界卫生组织总干事谭德塞本月20日表示，世卫组织及时向包括美国在内的所有国家分享了新冠疫情信息，有一些美国专家一直在世卫组织工作，有力反驳了美国一些人指责世卫组织“隐瞒”疫情的说法。,认证个人,蓬佩奥 发起 攻击 恢复 世卫 组织 资助 环球网 报道 记者 张晓雅 恢复 世界卫生组织 资助 纳税人 向世卫 组织 英国 路透社 报道 国务卿 蓬佩奥 时间 接受 采访 根本性 改革 捐助国 恢复 资助 路透社 时间 蓬佩奥 联合国 系统 卫生 指导 协调 机构 发起 攻击 接受 福克斯 新闻 采访 结构性 修复 纠正 缺陷 问及 排除 更换 领导人 可能性 蓬佩奥 回答 恢复 资助 纳税人 流向 蓬佩奥 表态 民主党人 特朗普 政府 做法 报道 众议院 民主党人 指责 特朗普 政府 试图 当做 替罪羊 分散 政府 特朗普 总统 民主党人 呼吁 恢复 资助 路透社 介绍 捐助国 捐款 超过 预算 路透社 华盛顿 资金 投向 救援 组织 特朗普 应对 组织 缴纳 会费 特朗普 世卫 组织 履行 职责 观察 世卫 组织 应对 表现 缴纳 会费 持续 面对 闹剧 国际 社会 批评 谴责 持续 欧洲 盟友 发出 七国集团 领导人 视频会议 指责 世卫 态度 德国 法国 意大利 加拿大 领导人 呼吁 国际 合作 应对 表达 世卫 组织 高度肯定 全力支持 世界卫生组织 总干事 谭德塞 世卫 组织 包括 国家 分享 信息 专家 世卫 组织 工作 反驳 指责 世卫 组织 隐瞒 说法
怎么说呢，🇺🇸 就因为太要自由了，所以才会成为确诊人数最多的国家，而且一天几万人的增长，确诊超百万早晚的事。  这种情况下还解除限制，怕是有点想不开，虽然是每个州有独立决定权，一旦控制不住就凉了#美国新冠肺炎确诊病例超89万例##美国部分州准备着手解除限制#,认证个人,自由 国家 增长 情况 解除限制 想不开 独立 决定权 控制 不住 着手 解除限制
有点感动#日本不分国籍公费治疗新冠肺炎##国家宝藏##松子不知道的世界#,认证个人,感动 日本 国籍 公费 治疗 国家 宝藏 松子 世界
当地时间16日，代行部分首相职权的英国外交大臣多米尼克·拉布代表首相鲍里斯·约翰逊出席了七国集团领导人峰会。七国集团领导人一致同意，需要通过研发疫苗以应对#新型冠状病毒感染肺炎# 肺炎疫情。此外，多米尼克在峰会上强调了国际间协调应对措施的重要性，并表示英国将通过同种渠道援助发展中国家应对新冠肺炎疫情。,认证个人,时间 代行 职权 英国 外交大臣 多米尼克 拉布 代表 鲍里斯 约翰逊 出席 七国集团 领导人 峰会 七国集团 领导人 疫苗 应对 病毒感染 多米尼克 峰会 国际 协调 应对 措施 重要性 英国 渠道 援助 应对
昨晚对于这次#最新疫情地图# 写的自己的一些看法。这是一场战争！全民已参与其中！我们的地盘容不得敌人放肆#世界卫生组织命名新冠状病毒##新冠病毒疫苗可能在18个月内完成#,认证个人,看法 战争 全民 参与 地盘 容不得 敌人 世界卫生组织 命名 疫苗
【防治新冠肺炎怎么吃？卫健委膳食指南来了！】@人民日报#新冠肺炎防治营养膳食指导# #济南身边事# #山东新鲜事#,认证个人,防治 卫健委 膳食 指南 人民日报 防治 营养 膳食 指导 济南 山东 新鲜事
